student_id,order_id,order_time,canteen,window,dish_name,category,price,quantity,amount,payment,rating
S0145,O2026040100531,2026-04-01 09:35:13,一食堂,早餐窗口,包子,主食,1.8,1,1.8,校园卡,3.4
S0346,O2026020900532,2026-02-09 12:46:27,一食堂,饮品窗口,可乐,饮品,3.7,1,3.7,校园卡,3.9
S0346,O2026020900532,2026-02-09 12:46:27,一食堂,快餐窗口,番茄炒蛋,热菜,10.7,1,10.7,校园卡,4.4
S0403,O2026032300533,2026-03-23 12:54:57,一食堂,饮品窗口,奶茶,饮品,10.3,1,10.3,支付宝,4.1
S0259,O2026020500534,2026-02-05 12:54:58,一食堂,特色窗口,麻辣香锅,主食,18.0,1,18.0,校园卡,4.1
S0048,O2026032200535,2026-03-22 11:03:34,二食堂,饮品窗口,奶茶,饮品,10.2,1,10.2,微信,3.7
S0048,O2026032200535,2026-03-22 11:03:34,二食堂,快餐窗口,番茄炒蛋,热菜,10.2,1,10.2,微信,3.9
S0080,O2026041300536,2026-04-13 07:06:33,一食堂,早餐窗口,豆浆,饮品,1.9,1,1.9,微信,4.2
S0317,O2026040100537,2026-04-01 22:25:51,一食堂,小吃窗口,炸鸡排,小吃,11.0,1,11.0,校园卡,3.5
S0330,O2026022800538,2026-02-28 07:01:58,三食堂,早餐窗口,鸡蛋,主食,1.7,1,1.7,校园卡,4.5
S0061,O2026031000539,2026-03-10 10:44:45,二食堂,面食窗口,牛肉面,主食,14.0,1,14.0,支付宝,3.6
S0496,O2026031100540,2026-03-11 17:43:42,二食堂,面食窗口,牛肉面,主食,14.2,1,14.2,校园卡,4.8
S0496,O2026031100540,2026-03-11 17:43:42,二食堂,特色窗口,麻辣香锅,主食,17.4,2,34.8,校园卡,3.4
S0090,O2026022600541,2026-02-26 11:08:01,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.5,2,31.0,校园卡,4.4
S0259,O2026022200542,2026-02-22 11:18:21,一食堂,汤品窗口,紫菜蛋花汤,汤品,3.5,1,3.5,微信,4.7
S0363,O2026020200543,2026-02-02 07:30:56,一食堂,早餐窗口,鸡蛋,主食,1.5,1,1.5,校园卡,3.6
S0133,O2026032500544,2026-03-25 22:53:25,二食堂,饮品窗口,奶茶,饮品,10.2,1,10.2,微信,3.0
S0133,O2026032500544,2026-03-25 22:53:25,二食堂,汤品窗口,绿豆汤,汤品,4.4,2,8.8,微信,4.8
S0420,O2026031200545,2026-03-12 21:21:46,二食堂,夜宵窗口,炒饭,主食,11.5,1,11.5,校园卡,4.7
S0420,O2026031200545,2026-03-12 21:21:46,二食堂,夜宵窗口,炒面,主食,13.1,1,13.1,校园卡,4.2
S0298,O2026032500546,2026-03-25 17:05:16,三食堂,快餐窗口,青椒土豆丝,热菜,8.2,1,8.2,支付宝,4.0
S0208,O2026041500547,2026-04-15 20:18:02,一食堂,小吃窗口,炸鸡排,小吃,10.7,2,21.4,微信,4.8
S0208,O2026041500547,2026-04-15 20:18:02,一食堂,夜宵窗口,炒饭,主食,12.7,1,12.7,微信,3.4
S0192,O2026041400548,2026-04-14 12:17:35,三食堂,汤品窗口,绿豆汤,汤品,5.1,1,5.1,微信,4.5
S0192,O2026041400548,2026-04-14 12:17:35,三食堂,饮品窗口,可乐,饮品,3.5,1,3.5,微信,4.6
S0146,O2026022800549,2026-02-28 13:33:08,三食堂,快餐窗口,番茄炒蛋,热菜,9.7,1,9.7,校园卡,4.1
S0387,O2026032800550,2026-03-28 11:48:34,一食堂,快餐窗口,青椒土豆丝,热菜,7.8,1,7.8,校园卡,4.5
S0387,O2026032800550,2026-03-28 11:48:34,一食堂,面食窗口,热干面,主食,8.3,2,16.6,校园卡,3.9
S0387,O2026032800550,2026-03-28 11:48:34,一食堂,饮品窗口,奶茶,饮品,9.8,1,9.8,校园卡,4.0
S0467,O2026020100551,2026-02-01 13:03:04,一食堂,快餐窗口,红烧肉,热菜,14.4,1,14.4,校园卡,4.2
S0467,O2026020100551,2026-02-01 13:03:04,一食堂,饮品窗口,奶茶,饮品,9.2,1,9.2,校园卡,2.9
S0265,O2026021500552,2026-02-15 16:30:35,三食堂,面食窗口,牛肉面,主食,14.6,1,14.6,校园卡,4.0
S0265,O2026021500552,2026-02-15 16:30:35,三食堂,汤品窗口,紫菜蛋花汤,汤品,3.7,1,3.7,校园卡,4.3
S0256,O2026020300553,2026-02-03 12:01:31,二食堂,快餐窗口,红烧肉,热菜,13.9,1,13.9,支付宝,4.9
S0450,O2026041500554,2026-04-15 09:39:36,一食堂,早餐窗口,包子,主食,2.5,1,2.5,校园卡,3.5
S0010,O2026041100555,2026-04-11 17:53:13,二食堂,轻食窗口,水果沙拉,轻食,12.0,2,24.0,校园卡,4.4
S0490,O2026041500556,2026-04-15 10:29:17,一食堂,面食窗口,牛肉面,主食,13.3,1,13.3,校园卡,3.9
S0035,O2026021300557,2026-02-13 11:24:26,一食堂,饮品窗口,奶茶,饮品,9.9,1,9.9,校园卡,3.4
S0109,O2026033100558,2026-03-31 17:05:39,一食堂,快餐窗口,青椒土豆丝,热菜,8.5,2,17.0,微信,3.7
S0109,O2026033100558,2026-03-31 17:05:39,一食堂,特色窗口,麻辣香锅,主食,17.7,1,17.7,微信,4.4
S0107,O2026032900559,2026-03-29 09:37:43,二食堂,早餐窗口,豆浆,饮品,1.7,1,1.7,校园卡,4.0
S0240,O2026031900560,2026-03-19 17:02:15,一食堂,快餐窗口,番茄炒蛋,热菜,9.6,1,9.6,校园卡,3.4
S0080,O2026032100561,2026-03-21 11:02:57,二食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,校园卡,4.0
S0080,O2026032100561,2026-03-21 11:02:57,二食堂,汤品窗口,紫菜蛋花汤,汤品,3.2,1,3.2,校园卡,3.7
S0080,O2026032100561,2026-03-21 11:02:57,二食堂,快餐窗口,红烧肉,热菜,14.1,1,14.1,校园卡,4.6
S0499,O2026041500562,2026-04-15 17:13:17,一食堂,快餐窗口,番茄炒蛋,热菜,10.0,1,10.0,校园卡,3.9
S0499,O2026041500562,2026-04-15 17:13:17,一食堂,快餐窗口,红烧肉,热菜,13.7,1,13.7,校园卡,4.0
S0169,O2026021200563,2026-02-12 07:42:48,二食堂,面食窗口,热干面,主食,8.4,1,8.4,微信,4.1
S0280,O2026021600564,2026-02-16 18:18:36,二食堂,饮品窗口,可乐,饮品,3.4,1,3.4,支付宝,4.7
S0087,O2026031600565,2026-03-16 06:09:59,二食堂,早餐窗口,豆浆,饮品,1.9,1,1.9,支付宝,4.1
S0087,O2026031600565,2026-03-16 06:09:59,二食堂,早餐窗口,鸡蛋,主食,2.2,1,2.2,支付宝,3.9
S0087,O2026031600565,2026-03-16 06:09:59,二食堂,早餐窗口,包子,主食,2.5,1,2.5,支付宝,4.3
S0163,O2026031700566,2026-03-17 21:58:55,一食堂,饮品窗口,可乐,饮品,3.9,1,3.9,校园卡,3.3
S0163,O2026031700566,2026-03-17 21:58:55,一食堂,汤品窗口,绿豆汤,汤品,4.3,1,4.3,校园卡,3.8
S0154,O2026030900567,2026-03-09 12:33:03,三食堂,汤品窗口,绿豆汤,汤品,3.9,1,3.9,校园卡,4.0
S0154,O2026030900567,2026-03-09 12:33:03,三食堂,汤品窗口,紫菜蛋花汤,汤品,4.5,2,9.0,校园卡,4.0
S0087,O2026040900568,2026-04-09 13:02:02,二食堂,汤品窗口,紫菜蛋花汤,汤品,3.7,1,3.7,微信,4.4
S0087,O2026040900568,2026-04-09 13:02:02,二食堂,快餐窗口,青椒土豆丝,热菜,8.1,1,8.1,微信,4.5
S0256,O2026031200569,2026-03-12 07:11:09,一食堂,早餐窗口,豆浆,饮品,2.7,1,2.7,校园卡,4.3
S0187,O2026032100570,2026-03-21 08:46:11,二食堂,早餐窗口,鸡蛋,主食,1.5,1,1.5,支付宝,4.3
S0351,O2026040300571,2026-04-03 11:42:40,二食堂,饮品窗口,奶茶,饮品,9.9,1,9.9,支付宝,4.0
S0269,O2026032300572,2026-03-23 19:21:36,一食堂,饮品窗口,奶茶,饮品,10.4,1,10.4,校园卡,4.4
S0269,O2026032300572,2026-03-23 19:21:36,一食堂,面食窗口,牛肉面,主食,13.7,1,13.7,校园卡,3.7
S0134,O2026041000573,2026-04-10 11:37:21,一食堂,盖饭窗口,黄焖鸡米饭,主食,16.0,1,16.0,支付宝,4.0
S0370,O2026030800574,2026-03-08 19:32:36,二食堂,盖饭窗口,黄焖鸡米饭,主食,16.1,2,32.2,校园卡,4.3
S0103,O2026021500575,2026-02-15 07:34:51,一食堂,早餐窗口,鸡蛋,主食,1.7,2,3.4,支付宝,3.4
S0229,O2026021600576,2026-02-16 17:23:38,二食堂,快餐窗口,青椒土豆丝,热菜,7.7,1,7.7,支付宝,3.8
S0062,O2026030200577,2026-03-02 06:23:13,一食堂,早餐窗口,包子,主食,2.7,1,2.7,微信,3.5
S0019,O2026032700578,2026-03-27 11:12:02,一食堂,特色窗口,麻辣香锅,主食,17.8,1,17.8,支付宝,4.3
S0019,O2026032700578,2026-03-27 11:12:02,一食堂,轻食窗口,水果沙拉,轻食,12.1,1,12.1,支付宝,4.6
S0485,O2026040900579,2026-04-09 18:23:55,二食堂,汤品窗口,紫菜蛋花汤,汤品,4.3,1,4.3,校园卡,4.2
S0485,O2026040900579,2026-04-09 18:23:55,二食堂,快餐窗口,番茄炒蛋,热菜,9.5,1,9.5,校园卡,4.8
S0019,O2026020700580,2026-02-07 11:19:07,一食堂,快餐窗口,红烧肉,热菜,14.2,1,14.2,支付宝,4.1
S0357,O2026030800581,2026-03-08 11:39:34,三食堂,面食窗口,牛肉面,主食,13.8,1,13.8,支付宝,3.8
S0421,O2026020400582,2026-02-04 22:29:17,二食堂,汤品窗口,绿豆汤,汤品,4.8,1,4.8,支付宝,4.3
S0103,O2026030100583,2026-03-01 12:21:36,三食堂,快餐窗口,青椒土豆丝,热菜,7.5,1,7.5,校园卡,4.1
S0103,O2026030100583,2026-03-01 12:21:36,三食堂,面食窗口,牛肉面,主食,13.6,1,13.6,校园卡,3.4
S0195,O2026030700584,2026-03-07 16:57:53,一食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,支付宝,3.6
S0195,O2026030700584,2026-03-07 16:57:53,一食堂,特色窗口,麻辣香锅,主食,17.5,1,17.5,支付宝,4.3
S0364,O2026033000585,2026-03-30 12:12:48,二食堂,饮品窗口,奶茶,饮品,10.7,1,10.7,微信,3.9
S0364,O2026033000585,2026-03-30 12:12:48,二食堂,盖饭窗口,黄焖鸡米饭,主食,15.6,1,15.6,微信,4.3
S0094,O2026030900586,2026-03-09 10:09:44,三食堂,饮品窗口,可乐,饮品,3.6,1,3.6,校园卡,3.9
S0094,O2026030900586,2026-03-09 10:09:44,三食堂,饮品窗口,奶茶,饮品,9.9,1,9.9,校园卡,4.8
S0367,O2026041000587,2026-04-10 10:13:25,三食堂,面食窗口,热干面,主食,7.8,1,7.8,微信,4.3
S0210,O2026022100588,2026-02-21 09:38:18,二食堂,早餐窗口,鸡蛋,主食,2.7,1,2.7,支付宝,4.0
S0287,O2026020300589,2026-02-03 10:34:44,三食堂,盖饭窗口,黄焖鸡米饭,主食,16.6,1,16.6,校园卡,3.8
S0231,O2026040300590,2026-04-03 19:21:21,一食堂,特色窗口,麻辣香锅,主食,17.9,1,17.9,微信,4.1
S0029,O2026033000591,2026-03-30 20:33:10,一食堂,汤品窗口,绿豆汤,汤品,3.8,1,3.8,校园卡,3.6
S0167,O2026041100592,2026-04-11 19:40:44,二食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,微信,3.6
S0375,O2026041400593,2026-04-14 12:44:21,三食堂,快餐窗口,红烧肉,热菜,14.5,1,14.5,微信,4.1
S0375,O2026041400593,2026-04-14 12:44:21,三食堂,面食窗口,热干面,主食,7.9,1,7.9,微信,4.9
S0176,O2026031300594,2026-03-13 08:53:03,二食堂,早餐窗口,包子,主食,2.4,1,2.4,校园卡,4.1
S0348,O2026020700595,2026-02-07 08:06:45,一食堂,早餐窗口,豆浆,饮品,1.6,1,1.6,校园卡,4.2
S0348,O2026020700595,2026-02-07 08:06:45,一食堂,面食窗口,热干面,主食,7.5,1,7.5,校园卡,4.4
S0348,O2026020700595,2026-02-07 08:06:45,一食堂,早餐窗口,包子,主食,2.3,1,2.3,校园卡,3.9
S0443,O2026022400596,2026-02-24 06:40:00,二食堂,早餐窗口,鸡蛋,主食,2.0,2,4.0,校园卡,3.4
S0063,O2026041000597,2026-04-10 17:53:52,一食堂,小吃窗口,炸鸡排,小吃,11.0,1,11.0,校园卡,3.8
S0475,O2026021000598,2026-02-10 20:06:39,一食堂,夜宵窗口,炒面,主食,12.2,2,24.4,校园卡,4.2
S0451,O2026040500599,2026-04-05 10:15:41,一食堂,面食窗口,牛肉面,主食,13.4,2,26.8,微信,3.6
S0411,O2026041100600,2026-04-11 13:37:54,三食堂,特色窗口,麻辣香锅,主食,18.4,1,18.4,微信,3.3
S0411,O2026041100600,2026-04-11 13:37:54,三食堂,汤品窗口,紫菜蛋花汤,汤品,3.9,2,7.8,微信,3.6
S0199,O2026033100601,2026-03-31 16:59:41,一食堂,饮品窗口,奶茶,饮品,9.9,1,9.9,支付宝,4.5
S0199,O2026033100601,2026-03-31 16:59:41,一食堂,汤品窗口,绿豆汤,汤品,5.0,1,5.0,支付宝,4.6
S0371,O2026022500602,2026-02-25 17:32:19,一食堂,面食窗口,牛肉面,主食,13.8,2,27.6,校园卡,4.3
S0313,O2026032500603,2026-03-25 17:30:34,三食堂,快餐窗口,青椒土豆丝,热菜,8.3,2,16.6,校园卡,3.3
S0164,O2026020500604,2026-02-05 08:43:54,二食堂,早餐窗口,包子,主食,2.9,1,2.9,微信,3.8
S0239,O2026031200605,2026-03-12 19:13:25,一食堂,饮品窗口,奶茶,饮品,9.7,1,9.7,微信,4.6
S0239,O2026031200605,2026-03-12 19:13:25,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.6,1,15.6,微信,4.2
S0184,O2026030800606,2026-03-08 10:47:46,二食堂,面食窗口,牛肉面,主食,13.9,1,13.9,微信,4.0
S0184,O2026030800606,2026-03-08 10:47:46,二食堂,饮品窗口,可乐,饮品,3.9,2,7.8,微信,3.4
S0184,O2026030800606,2026-03-08 10:47:46,二食堂,快餐窗口,番茄炒蛋,热菜,9.6,2,19.2,微信,4.7
S0168,O2026040400607,2026-04-04 19:01:41,二食堂,面食窗口,牛肉面,主食,14.1,1,14.1,校园卡,3.7
S0159,O2026022400608,2026-02-24 08:17:35,三食堂,早餐窗口,包子,主食,2.9,1,2.9,校园卡,4.1
S0288,O2026021400609,2026-02-14 13:30:11,二食堂,汤品窗口,绿豆汤,汤品,5.1,1,5.1,微信,3.8
S0416,O2026021700610,2026-02-17 07:01:32,三食堂,面食窗口,热干面,主食,8.2,1,8.2,校园卡,5.0
S0183,O2026022000611,2026-02-20 13:07:22,二食堂,特色窗口,麻辣香锅,主食,18.1,1,18.1,微信,4.0
S0046,O2026022000612,2026-02-20 16:00:26,二食堂,饮品窗口,可乐,饮品,3.9,2,7.8,微信,4.6
S0223,O2026022200613,2026-02-22 13:38:00,三食堂,饮品窗口,奶茶,饮品,10.5,2,21.0,校园卡,4.3
S0223,O2026022200613,2026-02-22 13:38:00,三食堂,快餐窗口,番茄炒蛋,热菜,10.3,1,10.3,校园卡,3.8
S0141,O2026032300614,2026-03-23 22:44:15,二食堂,饮品窗口,可乐,饮品,4.3,1,4.3,校园卡,3.1
S0141,O2026032300614,2026-03-23 22:44:15,二食堂,夜宵窗口,炒面,主食,12.3,1,12.3,校园卡,4.3
S0264,O2026040700615,2026-04-07 11:12:25,一食堂,快餐窗口,红烧肉,热菜,14.0,1,14.0,微信,3.6
S0271,O2026032400616,2026-03-24 18:55:50,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.9,1,15.9,微信,3.6
S0484,O2026030100617,2026-03-01 09:52:02,一食堂,早餐窗口,豆浆,饮品,2.3,1,2.3,支付宝,4.0
S0016,O2026041400618,2026-04-14 10:17:56,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.9,1,15.9,微信,3.9
S0016,O2026041400618,2026-04-14 10:17:56,一食堂,快餐窗口,青椒土豆丝,热菜,7.3,2,14.6,微信,3.8
S0305,O2026021900619,2026-02-19 13:19:25,三食堂,饮品窗口,奶茶,饮品,9.5,1,9.5,支付宝,3.7
S0302,O2026022600620,2026-02-26 06:24:41,一食堂,早餐窗口,鸡蛋,主食,1.8,1,1.8,校园卡,4.4
S0302,O2026022600620,2026-02-26 06:24:41,一食堂,早餐窗口,豆浆,饮品,1.6,1,1.6,校园卡,3.9
S0129,O2026021700621,2026-02-17 13:17:27,二食堂,快餐窗口,红烧肉,热菜,14.4,1,14.4,支付宝,5.0
S0129,O2026021700621,2026-02-17 13:17:27,二食堂,盖饭窗口,黄焖鸡米饭,主食,16.5,1,16.5,支付宝,4.5
S0250,O2026040900622,2026-04-09 08:41:07,二食堂,早餐窗口,包子,主食,2.2,1,2.2,校园卡,4.0
S0478,O2026020700623,2026-02-07 09:15:50,二食堂,面食窗口,热干面,主食,7.5,1,7.5,微信,4.4
S0478,O2026020700623,2026-02-07 09:15:50,二食堂,早餐窗口,包子,主食,2.9,1,2.9,微信,3.8
S0330,O2026030800624,2026-03-08 06:15:42,二食堂,早餐窗口,包子,主食,2.3,1,2.3,支付宝,4.9
S0352,O2026022300625,2026-02-23 09:57:51,一食堂,面食窗口,热干面,主食,8.4,1,8.4,支付宝,4.0
S0352,O2026022300625,2026-02-23 09:57:51,一食堂,早餐窗口,包子,主食,2.0,1,2.0,支付宝,4.2
S0451,O2026041100626,2026-04-11 12:25:52,三食堂,饮品窗口,可乐,饮品,3.9,1,3.9,支付宝,3.9
S0143,O2026040500627,2026-04-05 19:34:04,一食堂,汤品窗口,绿豆汤,汤品,4.7,1,4.7,校园卡,3.0
S0153,O2026020400628,2026-02-04 06:15:37,一食堂,早餐窗口,鸡蛋,主食,1.9,1,1.9,校园卡,3.2
S0224,O2026030400629,2026-03-04 08:55:00,一食堂,面食窗口,热干面,主食,8.2,1,8.2,微信,4.7
S0224,O2026030400629,2026-03-04 08:55:00,一食堂,早餐窗口,包子,主食,2.7,1,2.7,微信,3.5
S0346,O2026022200630,2026-02-22 09:17:15,二食堂,早餐窗口,豆浆,饮品,1.6,1,1.6,校园卡,4.1
S0346,O2026022200630,2026-02-22 09:17:15,二食堂,面食窗口,热干面,主食,8.1,1,8.1,校园卡,4.0
S0208,O2026040400631,2026-04-04 18:53:48,三食堂,小吃窗口,炸鸡排,小吃,10.4,2,20.8,校园卡,3.9
S0474,O2026032200632,2026-03-22 09:48:56,二食堂,面食窗口,热干面,主食,7.7,1,7.7,支付宝,4.3
S0333,O2026030800633,2026-03-08 11:08:29,一食堂,特色窗口,麻辣香锅,主食,17.6,1,17.6,微信,3.6
S0333,O2026030800633,2026-03-08 11:08:29,一食堂,面食窗口,热干面,主食,7.7,1,7.7,微信,2.8
S0339,O2026020700634,2026-02-07 22:33:43,一食堂,夜宵窗口,炒饭,主食,11.6,1,11.6,校园卡,4.0
S0220,O2026041300635,2026-04-13 08:15:16,一食堂,早餐窗口,鸡蛋,主食,1.3,2,2.6,校园卡,3.5
S0160,O2026040200636,2026-04-02 10:08:33,一食堂,快餐窗口,红烧肉,热菜,14.4,1,14.4,支付宝,4.3
S0389,O2026030700637,2026-03-07 12:50:53,三食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,微信,4.5
S0389,O2026030700637,2026-03-07 12:50:53,三食堂,汤品窗口,紫菜蛋花汤,汤品,3.6,2,7.2,微信,3.5
S0389,O2026030700637,2026-03-07 12:50:53,三食堂,快餐窗口,番茄炒蛋,热菜,9.5,1,9.5,微信,4.0
S0273,O2026021400638,2026-02-14 16:09:13,三食堂,盖饭窗口,黄焖鸡米饭,主食,16.0,1,16.0,支付宝,4.4
S0400,O2026021800639,2026-02-18 10:32:58,二食堂,盖饭窗口,黄焖鸡米饭,主食,15.4,2,30.8,校园卡,3.8
S0289,O2026032100640,2026-03-21 13:18:04,一食堂,面食窗口,牛肉面,主食,13.9,1,13.9,支付宝,4.9
S0289,O2026032100640,2026-03-21 13:18:04,一食堂,快餐窗口,红烧肉,热菜,14.3,1,14.3,支付宝,4.5
S0289,O2026032100640,2026-03-21 13:18:04,一食堂,特色窗口,麻辣香锅,主食,17.7,1,17.7,支付宝,4.4
S0113,O2026032900641,2026-03-29 08:10:27,二食堂,面食窗口,热干面,主食,7.8,1,7.8,校园卡,3.7
S0364,O2026021300642,2026-02-13 12:54:56,一食堂,特色窗口,麻辣香锅,主食,18.0,1,18.0,支付宝,3.7
S0364,O2026021300642,2026-02-13 12:54:56,一食堂,快餐窗口,番茄炒蛋,热菜,10.7,1,10.7,支付宝,3.8
S0488,O2026032500643,2026-03-25 11:25:46,二食堂,饮品窗口,奶茶,饮品,10.3,1,10.3,微信,4.1
S0488,O2026032500643,2026-03-25 11:25:46,二食堂,盖饭窗口,黄焖鸡米饭,主食,15.4,1,15.4,微信,4.3
S0170,O2026032400644,2026-03-24 07:20:17,二食堂,早餐窗口,包子,主食,1.8,1,1.8,微信,4.1
S0159,O2026040800645,2026-04-08 12:34:31,二食堂,盖饭窗口,黄焖鸡米饭,主食,15.9,1,15.9,支付宝,4.4
S0191,O2026041000646,2026-04-10 09:18:13,二食堂,早餐窗口,包子,主食,2.8,1,2.8,微信,4.3
S0191,O2026041000646,2026-04-10 09:18:13,二食堂,早餐窗口,豆浆,饮品,2.1,1,2.1,微信,4.1
S0191,O2026041000646,2026-04-10 09:18:13,二食堂,面食窗口,热干面,主食,8.1,1,8.1,微信,4.1
S0268,O2026031100647,2026-03-11 09:45:53,一食堂,早餐窗口,豆浆,饮品,1.8,1,1.8,支付宝,3.9
S0463,O2026032000648,2026-03-20 17:02:06,三食堂,特色窗口,麻辣香锅,主食,18.1,1,18.1,微信,3.2
S0463,O2026032000648,2026-03-20 17:02:06,三食堂,快餐窗口,红烧肉,热菜,13.7,1,13.7,微信,4.0
S0145,O2026022600649,2026-02-26 12:23:40,二食堂,汤品窗口,紫菜蛋花汤,汤品,4.6,1,4.6,校园卡,3.3
S0145,O2026022600649,2026-02-26 12:23:40,二食堂,快餐窗口,青椒土豆丝,热菜,7.8,1,7.8,校园卡,3.6
S0145,O2026022600649,2026-02-26 12:23:40,二食堂,盖饭窗口,黄焖鸡米饭,主食,16.4,1,16.4,校园卡,4.5
S0350,O2026040200650,2026-04-02 13:24:08,一食堂,盖饭窗口,黄焖鸡米饭,主食,16.1,1,16.1,支付宝,4.8
S0350,O2026040200650,2026-04-02 13:24:08,一食堂,饮品窗口,可乐,饮品,4.1,2,8.2,支付宝,4.3
S0143,O2026041300651,2026-04-13 13:03:01,三食堂,面食窗口,牛肉面,主食,14.1,1,14.1,支付宝,4.3
S0366,O2026040200652,2026-04-02 11:07:08,三食堂,汤品窗口,绿豆汤,汤品,4.6,1,4.6,微信,3.5
S0464,O2026040400653,2026-04-04 10:05:45,三食堂,盖饭窗口,黄焖鸡米饭,主食,16.1,1,16.1,支付宝,5.0
S0464,O2026040400653,2026-04-04 10:05:45,三食堂,汤品窗口,绿豆汤,汤品,4.5,1,4.5,支付宝,4.6
S0464,O2026040400653,2026-04-04 10:05:45,三食堂,特色窗口,麻辣香锅,主食,19.0,1,19.0,支付宝,3.7
S0297,O2026020500654,2026-02-05 12:31:28,一食堂,面食窗口,牛肉面,主食,13.8,1,13.8,微信,4.6
S0373,O2026041300655,2026-04-13 09:44:56,二食堂,早餐窗口,鸡蛋,主食,1.8,1,1.8,微信,4.9
S0110,O2026041200656,2026-04-12 16:08:23,二食堂,汤品窗口,绿豆汤,汤品,3.5,1,3.5,微信,3.6
S0494,O2026020300657,2026-02-03 17:18:19,一食堂,小吃窗口,炸鸡排,小吃,11.4,1,11.4,微信,3.7
S0494,O2026020300657,2026-02-03 17:18:19,一食堂,快餐窗口,番茄炒蛋,热菜,10.5,2,21.0,微信,3.4
S0494,O2026020300657,2026-02-03 17:18:19,一食堂,快餐窗口,红烧肉,热菜,14.5,1,14.5,微信,4.4
S0320,O2026020700658,2026-02-07 10:17:11,一食堂,汤品窗口,紫菜蛋花汤,汤品,4.3,1,4.3,微信,4.1
S0462,O2026031500659,2026-03-15 17:09:12,二食堂,汤品窗口,绿豆汤,汤品,4.7,1,4.7,支付宝,4.3
S0404,O2026032700660,2026-03-27 17:24:52,一食堂,汤品窗口,绿豆汤,汤品,4.7,1,4.7,微信,3.9
S0404,O2026032700660,2026-03-27 17:24:52,一食堂,盖饭窗口,黄焖鸡米饭,主食,16.6,2,33.2,微信,3.6
S0273,O2026020900661,2026-02-09 13:58:51,三食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,校园卡,3.9
S0419,O2026021500662,2026-02-15 11:13:43,一食堂,快餐窗口,青椒土豆丝,热菜,8.2,1,8.2,校园卡,4.2
S0293,O2026031600663,2026-03-16 10:58:18,二食堂,快餐窗口,番茄炒蛋,热菜,9.8,1,9.8,微信,4.5
S0492,O2026040700664,2026-04-07 12:43:45,三食堂,快餐窗口,青椒土豆丝,热菜,7.7,1,7.7,微信,4.6
S0476,O2026040800665,2026-04-08 07:42:51,二食堂,早餐窗口,豆浆,饮品,2.2,1,2.2,微信,3.6
S0476,O2026040800665,2026-04-08 07:42:51,二食堂,早餐窗口,包子,主食,2.8,1,2.8,微信,4.4
S0484,O2026032200666,2026-03-22 18:31:39,一食堂,特色窗口,麻辣香锅,主食,18.0,1,18.0,微信,4.3
S0484,O2026032200666,2026-03-22 18:31:39,一食堂,轻食窗口,水果沙拉,轻食,12.1,1,12.1,微信,3.9
S0094,O2026040100667,2026-04-01 17:25:23,三食堂,快餐窗口,番茄炒蛋,热菜,10.6,1,10.6,微信,4.1
S0056,O2026022300668,2026-02-23 10:37:40,三食堂,面食窗口,牛肉面,主食,13.9,2,27.8,支付宝,3.8
S0018,O2026032200669,2026-03-22 20:53:32,二食堂,夜宵窗口,炒面,主食,12.6,1,12.6,微信,4.0
S0018,O2026032200669,2026-03-22 20:53:32,二食堂,小吃窗口,炸鸡排,小吃,11.5,1,11.5,微信,3.5
S0013,O2026040100670,2026-04-01 19:48:24,一食堂,快餐窗口,红烧肉,热菜,13.9,1,13.9,校园卡,4.4
S0013,O2026040100670,2026-04-01 19:48:24,一食堂,快餐窗口,番茄炒蛋,热菜,10.2,1,10.2,校园卡,3.9
S0059,O2026020500671,2026-02-05 18:56:46,三食堂,快餐窗口,红烧肉,热菜,14.1,1,14.1,校园卡,4.3
S0059,O2026020500671,2026-02-05 18:56:46,三食堂,小吃窗口,炸鸡排,小吃,11.0,1,11.0,校园卡,3.9
S0059,O2026020500671,2026-02-05 18:56:46,三食堂,汤品窗口,紫菜蛋花汤,汤品,3.8,1,3.8,校园卡,4.4
S0285,O2026022200672,2026-02-22 18:20:16,一食堂,快餐窗口,番茄炒蛋,热菜,9.5,1,9.5,支付宝,4.1
S0285,O2026022200672,2026-02-22 18:20:16,一食堂,快餐窗口,青椒土豆丝,热菜,7.7,1,7.7,支付宝,3.7
S0369,O2026031900673,2026-03-19 10:06:28,一食堂,饮品窗口,奶茶,饮品,9.8,1,9.8,校园卡,4.3
S0099,O2026041000674,2026-04-10 19:25:02,三食堂,盖饭窗口,黄焖鸡米饭,主食,16.5,2,33.0,微信,4.0
S0423,O2026022400675,2026-02-24 08:00:17,三食堂,早餐窗口,鸡蛋,主食,1.9,1,1.9,微信,3.7
S0423,O2026022400675,2026-02-24 08:00:17,三食堂,早餐窗口,豆浆,饮品,2.1,1,2.1,微信,3.9
S0150,O2026030800676,2026-03-08 17:52:44,三食堂,小吃窗口,炸鸡排,小吃,11.0,1,11.0,校园卡,3.6
